SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate,SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate,ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,rowguid,ModifiedDate
43659,12,4911-403C-98,4,711,1,"20,1865","0,00",80.746,0E371EE3-253E-4BB0-B813-83CF4224F972,"2011-05-31 00:00:00.000",43659,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43659,PO522145787,10-4020-000676,29825,279,5,985,985,5,16281,105041Vi84182,NULL,"20565,6206","1971,5149","616,0984","23153,2339",NULL,79B65321-39CA-4115-9CBA-8FE0903E12E6,"2011-06-07 00:00:00.000",711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,FD7C0858-4179-48C2-865B-ABD5DFC7BC1D,"2014-02-08 10:01:36.827"
43660,13,6431-4D57-83,1,762,1,"419,4589","0,00",419.4589,419A1302-AC7A-4044-97B2-66D9D14CD02E,"2011-05-31 00:00:00.000",43660,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43660,PO18850127500,10-4020-000117,29672,279,5,921,921,5,5618,115213Vi29411,NULL,"1294,2529","124,2483","38,8276","1457,3288",NULL,738DC42D-D03B-48A1-9822-F95A67EA7389,"2011-06-07 00:00:00.000",762,"Road-650 Red, 44",BK-R50R-44,1,1,Red,100,75,"486,7066","782,99",44,"CM ","LB ",18.77,4,"R ","L ","U ",2,30,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,F247AAAE-12E3-4048-A37B-CCE4A8999E81,"2014-02-08 10:01:36.827"
43660,14,6431-4D57-83,1,758,1,"874,794","0,00",874.794,5D0B2B03-1D4C-4C34-9696-C14C58E7301C,"2011-05-31 00:00:00.000",43660,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43660,PO18850127500,10-4020-000117,29672,279,5,921,921,5,5618,115213Vi29411,NULL,"1294,2529","124,2483","38,8276","1457,3288",NULL,738DC42D-D03B-48A1-9822-F95A67EA7389,"2011-06-07 00:00:00.000",758,"Road-450 Red, 52",BK-R68R-52,1,1,Red,100,75,"884,7083","1457,99",52,"CM ","LB ",17.42,4,"R ","M ","U ",2,28,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,040A4B7D-4060-4507-AA92-7508B434797E,"2014-02-08 10:01:36.827"
43661,15,4E0A-4F89-AE,1,745,1,"809,76","0,00",809.76,EDE1759E-6733-4C7B-A43F-DC6F48002D8A,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",745,"HL Mountain Frame - Black, 48",FR-M94B-48,1,1,Black,500,375,"699,0928","1349,60",48,"CM ","LB ",2.80,1,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,1FEE0573-6676-432D-8D6D-41BA9FAA5865,"2014-02-08 10:01:36.827"
43661,16,4E0A-4F89-AE,1,743,1,"714,7043","0,00",714.7043,FE10BF09-D477-485B-9541-27AE8053A6D4,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",743,"HL Mountain Frame - Black, 42",FR-M94B-42,1,1,Black,500,375,"739,041","1349,60",42,"CM ","LB ",2.72,1,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000",NULL,NULL,27DB28F8-5AB8-4091-B94E-6F1B2D8E7AB0,"2014-02-08 10:01:36.827"
43661,17,4E0A-4F89-AE,2,747,1,"714,7043","0,00",1429.4086,B136852E-24C9-4006-8048-B14AEFE6C337,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",747,"HL Mountain Frame - Black, 38",FR-M94B-38,1,1,Black,500,375,"739,041","1349,60",38,"CM ","LB ",2.68,2,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000",NULL,NULL,0C548577-3171-4CE2-B9A0-1ED526849DE8,"2014-02-08 10:01:36.827"
43661,18,4E0A-4F89-AE,4,712,1,"5,1865","0,00",20.746,F0F410B6-BC93-4D77-B70D-E4E2465D98EE,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827"
43661,19,4E0A-4F89-AE,4,715,1,"28,8404","0,00",115.3616,AE4CDA7D-9B6E-4ABB-A391-E9E9DDB10125,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,0,1,Multi,4,3,"38,4923","49,99",L,NULL,NULL,NULL,0,"S ",NULL,"U ",21,11,"2011-05-31 00:00:00.000",NULL,NULL,34CF5EF5-C077-4EA0-914A-084814D5CBD5,"2014-02-08 10:01:36.827"
43661,20,4E0A-4F89-AE,2,742,1,"722,5949","0,00",1445.1898,054A9D3B-A178-4656-B2B0-9B9BDDF1C345,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",742,"HL Mountain Frame - Silver, 46",FR-M94S-46,1,1,Silver,500,375,"747,2002","1364,50",46,"CM ","LB ",2.84,1,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000",NULL,NULL,A189D86E-D923-4336-B13D-A5DB6F426540,"2014-02-08 10:01:36.827"
43661,21,4E0A-4F89-AE,3,775,1,"2024,994","0,00",6074.982,8C342A15-8576-4581-AAC9-7BA3BBD8FD8B,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",775,"Mountain-100 Black, 38",BK-M82B-38,1,1,Black,100,75,"1898,0944","3374,99",38,"CM ","LB ",20.35,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,DEA33347-FCD3-4346-AA0F-068CD6B3AD06,"2014-02-08 10:01:36.827"
43661,22,4E0A-4F89-AE,2,778,1,"2024,994","0,00",4049.988,B2760B75-3F1A-4DC4-A377-1051C03C8EB8,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",778,"Mountain-100 Black, 48",BK-M82B-48,1,1,Black,100,75,"1898,0944","3374,99",48,"CM ","LB ",21.42,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,1B486300-7E64-4C5D-A9BA-A8368E20C5A0,"2014-02-08 10:01:36.827"
43661,23,4E0A-4F89-AE,2,711,1,"20,1865","0,00",40.373,935A70B5-33AD-473D-921C-8D2C36F0D93E,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,FD7C0858-4179-48C2-865B-ABD5DFC7BC1D,"2014-02-08 10:01:36.827"
43661,24,4E0A-4F89-AE,2,741,1,"818,70","0,00",1637.4,2F911593-E3B8-4ADF-B757-7242004FFB8E,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",741,"HL Mountain Frame - Silver, 48",FR-M94S-52,1,1,Silver,500,375,"706,811","1364,50",48,"CM ","LB ",2.80,1,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,B181EC1F-CA20-4724-B2EB-15F3E455142E,"2014-02-08 10:01:36.827"
43661,25,4E0A-4F89-AE,4,776,1,"2024,994","0,00",8099.976,E8E15B60-3A73-4507-9368-A4FB27B6EE0B,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",776,"Mountain-100 Black, 42",BK-M82B-42,1,1,Black,100,75,"1898,0944","3374,99",42,"CM ","LB ",20.77,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,02935111-A546-4C6D-941F-BE12D42C158E,"2014-02-08 10:01:36.827"
43661,26,4E0A-4F89-AE,2,773,1,"2039,994","0,00",4079.988,4373070F-4EBF-4C50-9DB0-96BFBE937383,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",773,"Mountain-100 Silver, 44",BK-M82S-44,1,1,Silver,100,75,"1912,1544","3399,99",44,"CM ","LB ",21.13,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,155FD77E-D6D6-43F0-8A5B-4A8305EB45CD,"2014-02-08 10:01:36.827"
43661,27,4E0A-4F89-AE,2,716,1,"28,8404","0,00",57.6808,D87D5EDB-B899-4E31-B974-06617DBFFE08,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,0,1,Multi,4,3,"38,4923","49,99",XL,NULL,NULL,NULL,0,"S ",NULL,"U ",21,11,"2011-05-31 00:00:00.000",NULL,NULL,6EC47EC9-C041-4DDA-B686-2125D539CE9B,"2014-02-08 10:01:36.827"
43661,28,4E0A-4F89-AE,2,777,1,"2024,994","0,00",4049.988,C5762004-DE9E-4339-95E5-89CC8FFF873E,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",777,"Mountain-100 Black, 44",BK-M82B-44,1,1,Black,100,75,"1898,0944","3374,99",44,"CM ","LB ",21.13,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,7920BC3B-8FD4-4610-93D2-E693A66B6474,"2014-02-08 10:01:36.827"
43661,29,4E0A-4F89-AE,5,708,1,"20,1865","0,00",100.9325,6C0D0601-76FF-441D-86D5-8343EB0063E7,"2011-05-31 00:00:00.000",43661,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,"32726,4786","3153,7696","985,553","36865,8012",NULL,D91B9131-18A4-4A11-BC3A-90B6F53E9D74,"2011-06-07 00:00:00.000",708,"Sport-100 Helmet, Black",HL-U509,0,1,Black,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,A25A44FB-C2DE-4268-958F-110B8D7621E2,"2014-02-08 10:01:36.827"
43662,30,2E53-4802-85,3,764,1,"419,4589","0,00",1258.3767,2DFD4D76-E020-4B80-A0A5-6463D0C2DF73,"2011-05-31 00:00:00.000",43662,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43662,PO18444174044,10-4020-000227,29994,282,6,482,482,5,10456,125295Vi53935,4,"28832,5289","2775,1646","867,2389","32474,9324",NULL,4A1ECFC0-CC3A-4740-B028-1C50BB48711C,"2011-06-07 00:00:00.000",764,"Road-650 Red, 52",BK-R50R-52,1,1,Red,100,75,"486,7066","782,99",52,"CM ","LB ",19.42,4,"R ","L ","U ",2,30,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,07CFE1EA-8A37-4D2A-835F-BC8D37E564AF,"2014-02-08 10:01:36.827"
43662,31,2E53-4802-85,5,770,1,"419,4589","0,00",2097.2945,1F1AA6DC-04A2-48E2-AF9F-E46D8F59AA55,"2011-05-31 00:00:00.000",43662,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43662,PO18444174044,10-4020-000227,29994,282,6,482,482,5,10456,125295Vi53935,4,"28832,5289","2775,1646","867,2389","32474,9324",NULL,4A1ECFC0-CC3A-4740-B028-1C50BB48711C,"2011-06-07 00:00:00.000",770,"Road-650 Black, 52",BK-R50B-52,1,1,Black,100,75,"486,7066","782,99",52,"CM ","LB ",19.42,4,"R ","L ","U ",2,30,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,136E2865-E0DA-4624-963A-31349279AB1A,"2014-02-08 10:01:36.827"
43662,32,2E53-4802-85,2,730,1,"183,9382","0,00",367.8764,5ACE6CB5-7341-4D88-9425-56AB7AE512E7,"2011-05-31 00:00:00.000",43662,8,"2011-05-31 00:00:00.000","2011-06-12 00:00:00.000","2011-06-07 00:00:00.000",5,0,SO43662,PO18444174044,10-4020-000227,29994,282,6,482,482,5,10456,125295Vi53935,4,"28832,5289","2775,1646","867,2389","32474,9324",NULL,4A1ECFC0-CC3A-4740-B028-1C50BB48711C,"2011-06-07 00:00:00.000",730,"LL Road Frame - Red, 62",FR-R38R-62,1,1,Red,500,375,"187,1571","337,22",62,"CM ","LB ",2.50,1,"R ","L ","U ",14,9,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,7E73AA1F-8569-4D87-9F80-AC2E513E0803,"2014-02-08 10:01:36.827"
